timestamp,spot_price,strike,model_prob,implied_prob,kelly_size,status
1779986411.648972,73095.00270351997,73106.2130671073,0.4468184645800884,0.42,424.2979973104368,MAKER_FILL_BUY
1779986418.8528237,73100.54247222892,73106.2130671073,0.44404165821522407,0.38,413.8299555769124,MAKER_FILL_SELL
1779986419.308578,73100.88593271903,73106.2130671073,0.44662305332710406,0.44,9.819957934100664,MAKER_FILL_SELL
1779986420.2247226,73100.88593271903,73106.2130671073,0.4507731365211814,0.45,432.7048591508482,MAKER_FILL_BUY
1779986424.6521761,73110.52443529587,73106.2130671073,0.49874381099620624,0.44,207.57337527149954,MAKER_FILL_SELL
1779986429.0606048,73110.67853616129,73106.2130671073,0.5230769647321877,0.45,221.3047994845628,MAKER_FILL_SELL
1779986435.0829074,73134.97186,73106.2130671073,0.5199611195149068,0.51,4.474768194209588,MAKER_FILL_SELL
1779986440.243129,73144.60886755637,73106.2130671073,0.5821083659194857,0.52,414.3984461742362,MAKER_FILL_BUY
1779986452.7732623,73142.02176267466,73106.2130671073,0.6094874130971205,0.68,356.99354495426337,MAKER_FILL_SELL
1779986471.9053488,73153.20748864768,73106.2130671073,0.6517567625859113,0.7,42.14269323641977,MAKER_FILL_SELL
1779986486.181361,73153.4529237129,73106.2130671073,0.6649231896980707,0.71,11.917921777154898,MAKER_FILL_SELL
1779986487.0899944,73152.5746391847,73106.2130671073,0.6678827355837347,0.72,2.908164050929577,MAKER_FILL_SELL
1779986582.1566193,73182.37289479427,73106.2130671073,0.8958094832648578,0.9,465.6151980958961,MAKER_FILL_BUY
1779986597.087745,73192.19661741906,73106.2130671073,0.9151930018416615,0.96,466.04190963074075,MAKER_FILL_SELL
1779986696.7489438,73208.42528839564,73106.2130671073,0.989999999999998,0.475,0.009410620623953037,PANIC_SELL_YES
1779986698.232385,73208.5089343084,73106.2130671073,0.99,0.475,0.009410620623953037,PANIC_SELL_YES
1779986699.00692,73208.59021659243,73106.2130671073,0.99,0.475,0.009410620623953037,PANIC_SELL_YES
1779986699.3845341,73208.59021659243,73106.2130671073,0.99,0.475,0.009410620623953037,PANIC_SELL_YES
1779986699.771286,73208.59021659243,73106.2130671073,0.99,0.475,0.009410620623953037,PANIC_SELL_YES
1779986721.433365,73233.61378034404,73212.94744860285,0.6400318138064547,0.55,407.0310627672797,MAKER_FILL_BUY
1779986724.24018,73226.75948560439,73212.94744860285,0.6168117442231079,0.53,385.5354538872715,MAKER_FILL_SELL
1779986725.2218342,73226.47356836828,73212.94744860285,0.6073624820448684,0.52,21.053839478921983,MAKER_FILL_SELL
1779986736.292821,73219.29513565236,73212.94744860285,0.5594047197887392,0.51,499.4091755863113,MAKER_FILL_BUY
1779986771.3823347,73265.35159881183,73212.94744860285,0.83488858743383,0.58,476.67812335273817,MAKER_FILL_SELL
1779986772.2377062,73265.22556893535,73212.94744860285,0.832077464852874,0.65,17.364948655897177,MAKER_FILL_SELL
1779986773.2892568,73265.51371537634,73212.94744860285,0.8298909539349028,0.65,493.8807226511288,MAKER_FILL_BUY
1779986777.1134498,73264.54797436613,73212.94744860285,0.8234161839581391,0.65,232.14908126018557,MAKER_FILL_SELL
1779986777.779814,73264.75689934815,73212.94744860285,0.8235419459744687,0.66,238.37660951343113,MAKER_FILL_SELL
1779986786.105667,73261.64047123503,73212.94744860285,0.8267528178537759,0.7,3.9922992251520486,MAKER_FILL_SELL
1779986793.0067835,73265.71671365327,73212.94744860285,0.8268234806854082,0.7,19.463840073896783,MAKER_FILL_SELL
1779986796.2890217,73261.42148873785,73212.94744860285,0.8250170378334266,0.69,458.7579320454335,MAKER_FILL_BUY
1779986798.0462134,73254.97082302722,73212.94744860285,0.8173660421798903,0.65,453.1263165766888,MAKER_FILL_SELL
1779986799.451454,73256.45304500754,73212.94744860285,0.8095176244978282,0.68,10.349596904185665,MAKER_FILL_SELL
1779986801.2806673,73262.26563945584,73212.94744860285,0.8114202313839767,0.69,407.8781345807014,MAKER_FILL_BUY
1779986809.292413,73269.94002516572,73212.94744860285,0.8515505713106433,0.7,201.9771526978621,MAKER_FILL_SELL
1779986818.7518084,73256.92708026229,73212.94744860285,0.856133520129371,0.71,197.83757218412768,MAKER_FILL_SELL
1779986820.0929995,73255.83638798367,73212.94744860285,0.8412846043474518,0.74,8.60856806178515,MAKER_FILL_SELL
1779986833.6538043,73292.00972584244,73212.94744860285,0.913201917591614,0.74,431.45139563560423,MAKER_FILL_BUY
1779986836.0717766,73292.64751462254,73212.94744860285,0.9364423368893392,0.73,387.0805385390103,MAKER_FILL_SELL
1779986837.00727,73292.64751462254,73212.94744860285,0.9408628182751092,0.73,40.11206460520829,MAKER_FILL_SELL
1779986850.9197345,73275.63809161534,73212.94744860285,0.94299370181848,0.9,4.7022289677058575,MAKER_FILL_SELL
1779986851.7364383,73275.63809161534,73212.94744860285,0.9345391893110891,0.89,472.6458071063454,MAKER_FILL_BUY
1779986857.8348463,73265.39392872418,73212.94744860285,0.8758492798199911,0.81,438.048398536051,MAKER_FILL_SELL
1779986859.7129145,73266.29202269857,73212.94744860285,0.8718248424372983,0.81,30.818870325348826,MAKER_FILL_SELL
1779986871.0018907,73255.06605258849,73212.94744860285,0.8569290282234564,0.78,370.3402529929998,MAKER_FILL_BUY
1779986896.2719097,73220.78152990088,73212.94744860285,0.5566488397933437,0.37,345.1161332545549,MAKER_FILL_SELL
1779986900.3150518,73214.7606715563,73212.94744860285,0.5616063516571019,0.37,28.982497056119286,MAKER_FILL_SELL
1779986900.994412,73214.91715293033,73212.94744860285,0.5531858156368469,0.39,102.92146294968458,MAKER_FILL_BUY
1779986903.1985855,73213.26579833607,73212.94744860285,0.5250506330724632,0.38,86.68768740893711,MAKER_FILL_SELL
1779986930.6344671,73217.49211897294,73212.94744860285,0.535984780341736,0.39999999999999997,453.1236568333443,MAKER_FILL_BUY
1779986941.7194846,73191.31698534408,73212.94744860285,0.27316029021239113,0.17,438.4496248895669,MAKER_FILL_SELL
1779986942.183094,73190.65585755487,73212.94744860285,0.26812797621103684,0.17,30.619782239143575,MAKER_FILL_SELL
1779986989.6794257,73183.3040829618,73212.94744860285,0.014353732329152548,0.035,0.30837545504309105,PANIC_SELL_YES
1779986990.1649168,73183.3040829618,73212.94744860285,0.014281566216416955,0.035,0.30837545504309105,PANIC_SELL_YES
1779986990.434741,73183.3040829618,73212.94744860285,0.014253240190587204,0.035,0.30837545504309105,PANIC_SELL_YES
1779986991.0327265,73183.59232731952,73212.94744860285,0.01271628343218665,0.035,0.30837545504309105,PANIC_SELL_YES
1779986991.571393,73183.87557551754,73212.94744860285,0.011460657089465422,0.035,0.30837545504309105,PANIC_SELL_YES
1779986993.101477,73184.40963055156,73212.94744860285,0.010196285664822382,0.035,0.30837545504309105,PANIC_SELL_YES
1779986993.2643552,73184.40963055156,73212.94744860285,0.010154556109545456,0.05,0.30837545504309105,PANIC_SELL_YES
1779986994.0933197,73183.92954738573,73212.94744860285,0.010041485542418797,0.065,0.30837545504309105,PANIC_SELL_YES
1779986994.6501942,73183.92954738573,73212.94744860285,0.010015370427123346,0.065,0.30837545504309105,PANIC_SELL_YES
1779986994.9100552,73183.92954738573,73212.94744860285,0.010009311726203302,0.07,0.30837545504309105,PANIC_SELL_YES
1779986995.6864686,73183.92954738573,73212.94744860285,0.010001772124232339,0.07500000000000001,0.30837545504309105,PANIC_SELL_YES
1779986996.0643075,73185.12803445105,73212.94744860285,0.010000706087061122,0.065,0.30837545504309105,PANIC_SELL_YES
1779986996.3596377,73185.12803445105,73212.94744860285,0.010000323515320165,0.065,0.30837545504309105,PANIC_SELL_YES
1779986997.1723816,73185.12803445105,73212.94744860285,0.010000025552350475,0.065,0.30837545504309105,PANIC_SELL_YES
1779986997.690726,73185.12803445105,73212.94744860285,0.010000003336007389,0.065,0.30837545504309105,PANIC_SELL_YES
1779987006.4271286,73186.633055,73185.60239398108,0.4981648999672661,0.5,486.92879179010623,MAKER_FILL_BUY
1779987008.040838,73186.633055,73185.60239398108,0.5013046781404784,0.5,486.92879179010623,MAKER_FILL_SELL
1779987069.1465907,73171.33534525264,73185.60239398108,0.3795676582070682,0.37,287.28934988605846,MAKER_FILL_BUY
1779987080.6629367,73179.63485436965,73185.60239398108,0.45701726215950517,0.39,23.99273874734945,MAKER_FILL_SELL
1779987089.063133,73208.40923993778,73185.60239398108,0.5976130271503766,0.41000000000000003,47.019999750141295,MAKER_FILL_SELL
1779987107.8655748,73243.60774736422,73185.60239398108,0.8074117920671029,0.78,201.89039703803815,MAKER_FILL_SELL
